fromNode,toNode,Confidence,InteractionType,color
XC_0241 130..138,XC_3860 227..235,9,1,#80C8B4
XC_0241 130..138,XC_4053 76..84,9,1,#80C8B4
XC_0310 26..34,XC_0372 4..12,9,1,#80C8B4
XC_0310 26..34,XC_1875 205..213,9,1,#80C8B4
XC_0310 26..34,XC_3314 200..208,9,1,#80C8B4
XC_0310 26..34,XC_3397 90..98,9,1,#80C8B4
XC_0310 26..34,XC_3779 218..226,9,1,#80C8B4
XC_0310 26..34,XC_4256 160..168,9,1,#80C8B4
XC_0310 26..34,XC_4320 207..215,9,1,#80C8B4
XC_0355 108..116,XC_0657 160..168,9,1,#80C8B4
XC_0355 108..116,XC_1156 99..107,9,1,#80C8B4
XC_0358 99..107,XC_1412 85..93,9,1,#80C8B4
XC_0358 99..107,XC_1510 44..52,9,1,#80C8B4
XC_0358 99..107,XC_1960 137..145,9,1,#80C8B4
XC_0358 99..107,XC_3860 227..235,9,1,#80C8B4
XC_0358 99..107,XC_4053 76..84,9,1,#80C8B4
XC_0372 4..12,XC_1875 205..213,9,1,#80C8B4
XC_0372 4..12,XC_3314 200..208,9,1,#80C8B4
XC_0372 4..12,XC_3397 90..98,9,1,#80C8B4
XC_0372 4..12,XC_3779 218..226,9,1,#80C8B4
XC_0372 4..12,XC_4256 160..168,9,1,#80C8B4
XC_0372 4..12,XC_4320 207..215,9,1,#80C8B4
XC_0375 33..41,XC_1263 122..130,9,1,#80C8B4
XC_0375 33..41,XC_1935 39..47,9,1,#80C8B4
XC_0375 33..41,XC_3544 142..150,9,1,#80C8B4
XC_0375 33..41,XC_4125 17..25,9,1,#80C8B4
XC_0378 240..250,XC_2950 240..250,9,1,#80C8B4
XC_0378 240..250,XC_2951 10..20,9,1,#80C8B4
XC_0378 240..250,XC_4375 35..45,9,1,#80C8B4
XC_0417 182..190,XC_0641 93..101,9,1,#80C8B4
XC_0417 182..190,XC_1098 118..126,9,1,#80C8B4
XC_0417 182..190,XC_1157 142..150,9,1,#80C8B4
XC_0417 182..190,XC_1294 241..249,9,1,#80C8B4
XC_0417 182..190,XC_1295 81..89,9,1,#80C8B4
XC_0417 182..190,XC_2383 100..108,9,1,#80C8B4
XC_0417 182..190,XC_2682 48..56,9,1,#80C8B4
XC_0417 182..190,XC_2813 22..30,9,1,#80C8B4
XC_0417 182..190,XC_2886 91..99,9,1,#80C8B4
XC_0417 182..190,XC_3042 214..222,9,1,#80C8B4
XC_0417 182..190,XC_3044 166..174,9,1,#80C8B4
XC_0417 182..190,XC_3048 65..73,9,1,#80C8B4
XC_0417 182..190,XC_3637 160..168,9,1,#80C8B4
XC_0417 182..190,XC_4154 74..82,9,1,#80C8B4
XC_0417 182..190,XC_4306 64..72,9,1,#80C8B4
XC_0445 17..25,XC_1260 112..120,9,1,#80C8B4
XC_0445 17..25,XC_1729 24..32,9,1,#80C8B4
XC_0445 17..25,XC_1996 149..157,9,1,#80C8B4
XC_0445 17..25,XC_3433 81..89,9,1,#80C8B4
XC_0445 17..25,XC_3569 107..115,9,1,#80C8B4
XC_0466 28..36,XC_0904 209..217,9,1,#80C8B4
XC_0466 28..36,XC_1680 183..191,9,1,#80C8B4
XC_0466 28..36,XC_1898 165..173,9,1,#80C8B4
XC_0466 28..36,XC_2766 170..178,9,1,#80C8B4
XC_0466 28..36,XC_4367 226..234,9,1,#80C8B4
XC_0466 28..36,XC_3817 98..106,9,1,#80C8B4
XC_0486 97..105,XC_0942 1..9,9,1,#80C8B4
XC_0486 97..105,XC_1097 126..134,9,1,#80C8B4
XC_0486 97..105,XC_1669 70..78,9,1,#80C8B4
XC_0486 97..105,XC_1688 115..123,9,1,#80C8B4
XC_0486 97..105,XC_2883 66..74,9,1,#80C8B4
XC_0486 97..105,XC_3700 54..62,9,1,#80C8B4
XC_0486 97..105,XC_3841 106..114,9,1,#80C8B4
XC_0486 97..105,XC_4264 52..60,9,1,#80C8B4
XC_0486 97..105,XC_4314 3..11,9,1,#80C8B4
XC_0500 105..113,XC_0595 92..100,9,1,#80C8B4
XC_0500 105..113,XC_1378 54..62,9,1,#80C8B4
XC_0500 105..113,XC_1771 16..24,9,1,#80C8B4
XC_0500 105..113,XC_2263 122..130,9,1,#80C8B4
XC_0500 105..113,XC_2940 35..43,9,1,#80C8B4
XC_0500 105..113,XC_3114 232..240,9,1,#80C8B4
XC_0523 163..171,XC_1080 79..87,9,1,#80C8B4
XC_0523 163..171,XC_2744 20..28,9,1,#80C8B4
XC_0523 163..171,XC_3376 142..150,9,1,#80C8B4
XC_0553 87..95,XC_1059 190..198,9,1,#80C8B4
XC_0553 87..95,XC_1245 213..221,9,1,#80C8B4
XC_0553 87..95,XC_2150 215..223,9,1,#80C8B4
XC_0553 87..95,XC_2792 67..75,9,1,#80C8B4
XC_0553 87..95,XC_3231 219..227,9,1,#80C8B4
XC_0553 87..95,XC_3256 80..88,9,1,#80C8B4
XC_0553 87..95,XC_4075 116..124,9,1,#80C8B4
XC_0553 87..95,XC_4184 37..45,9,1,#80C8B4
XC_0557 1..9,XC_1568 177..185,9,1,#80C8B4
XC_0557 1..9,XC_2297 201..209,9,1,#80C8B4
XC_0557 1..9,XC_2333 150..158,9,1,#80C8B4
XC_0557 1..9,XC_2875 87..95,9,1,#80C8B4
XC_0557 1..9,XC_2892 219..227,9,1,#80C8B4
XC_0557 1..9,XC_3016 138..146,9,1,#80C8B4
XC_0557 1..9,XC_3455 83..91,9,1,#80C8B4
XC_0557 1..9,XC_4067 36..44,9,1,#80C8B4
XC_0595 92..100,XC_1378 54..62,9,1,#80C8B4
XC_0595 92..100,XC_1771 16..24,9,1,#80C8B4
XC_0595 92..100,XC_2263 122..130,9,1,#80C8B4
XC_0595 92..100,XC_2940 35..43,9,1,#80C8B4
XC_0595 92..100,XC_3114 232..240,9,1,#80C8B4
XC_0641 93..101,XC_1098 118..126,9,1,#80C8B4
XC_0641 93..101,XC_1157 142..150,9,1,#80C8B4
XC_0641 93..101,XC_1294 241..249,9,1,#80C8B4
XC_0641 93..101,XC_1295 81..89,9,1,#80C8B4
XC_0641 93..101,XC_2383 100..108,9,1,#80C8B4
XC_0641 93..101,XC_2682 48..56,9,1,#80C8B4
XC_0641 93..101,XC_2813 22..30,9,1,#80C8B4
XC_0641 93..101,XC_2886 91..99,9,1,#80C8B4
XC_0641 93..101,XC_3042 214..222,9,1,#80C8B4
XC_0641 93..101,XC_3044 166..174,9,1,#80C8B4
XC_0641 93..101,XC_3048 65..73,9,1,#80C8B4
XC_0641 93..101,XC_3637 160..168,9,1,#80C8B4
XC_0641 93..101,XC_4154 74..82,9,1,#80C8B4
XC_0641 93..101,XC_4306 64..72,9,1,#80C8B4
XC_0643 14..24,XC_0920 116..126,11,1,#80C8B4
XC_0643 14..24,XC_2915 46..56,9,1,#80C8B4
XC_0643 14..24,XC_3642 165..177,9,1,#80C8B4
XC_0651 177..185,XC_0663 131..139,9,1,#80C8B4
XC_0651 177..185,XC_0766 166..174,9,1,#80C8B4
XC_0651 177..185,XC_4336 171..179,9,1,#80C8B4
XC_0651 177..185,XC_1932 73..81,9,1,#80C8B4
XC_0651 177..185,XC_3131 110..118,9,1,#80C8B4
XC_0651 177..185,XC_3386 31..39,9,1,#80C8B4
XC_0651 177..185,XC_4264 192..200,9,1,#80C8B4
XC_0651 177..185,XC_4332 57..65,9,1,#80C8B4
XC_0657 160..168,XC_1156 99..107,9,1,#80C8B4
XC_0663 131..139,XC_0766 166..174,9,1,#80C8B4
XC_0663 131..139,XC_4336 171..179,9,1,#80C8B4
XC_0663 131..139,XC_1932 73..81,9,1,#80C8B4
XC_0663 131..139,XC_3131 110..118,9,1,#80C8B4
XC_0663 131..139,XC_3386 31..39,9,1,#80C8B4
XC_0663 131..139,XC_4264 192..200,9,1,#80C8B4
XC_0663 131..139,XC_4332 57..65,9,1,#80C8B4
XC_0734 69..77,XC_0813 79..87,9,1,#80C8B4
XC_0734 69..77,XC_0931 235..243,9,1,#80C8B4
XC_0734 69..77,XC_1652 78..86,9,1,#80C8B4
XC_0734 69..77,XC_1710 22..30,9,1,#80C8B4
XC_0734 69..77,XC_2531 171..179,9,1,#80C8B4
XC_0734 69..77,XC_2996 124..132,9,1,#80C8B4
XC_0734 69..77,XC_3328 143..151,9,1,#80C8B4
XC_0734 69..77,XC_3502 76..84,9,1,#80C8B4
XC_0734 69..77,XC_3590 110..118,9,1,#80C8B4
XC_0734 69..77,XC_3866 105..113,9,1,#80C8B4
XC_0744 65..75,XC_1314 34..44,11,1,#80C8B4
XC_0744 65..75,XC_3770 72..82,11,1,#80C8B4
XC_0766 166..174,XC_4336 171..179,9,1,#80C8B4
XC_0766 166..174,XC_1932 73..81,9,1,#80C8B4
XC_0766 166..174,XC_3131 110..118,9,1,#80C8B4
XC_0766 166..174,XC_3386 31..39,9,1,#80C8B4
XC_0766 166..174,XC_4264 192..200,9,1,#80C8B4
XC_0766 166..174,XC_4332 57..65,9,1,#80C8B4
XC_0813 79..87,XC_0931 235..243,9,1,#80C8B4
XC_0813 79..87,XC_1652 78..86,9,1,#80C8B4
XC_0813 79..87,XC_1710 22..30,9,1,#80C8B4
XC_0813 79..87,XC_2531 171..179,9,1,#80C8B4
XC_0813 79..87,XC_2996 124..132,9,1,#80C8B4
XC_0813 79..87,XC_3328 143..151,9,1,#80C8B4
XC_0813 79..87,XC_3502 76..84,9,1,#80C8B4
XC_0813 79..87,XC_3590 110..118,9,1,#80C8B4
XC_0813 79..87,XC_3866 105..113,9,1,#80C8B4
XC_0904 209..217,XC_1680 183..191,9,1,#80C8B4
XC_0904 209..217,XC_1898 165..173,9,1,#80C8B4
XC_0904 209..217,XC_2766 170..178,9,1,#80C8B4
XC_0904 209..217,XC_4367 226..234,9,1,#80C8B4
XC_0904 209..217,XC_3817 98..106,9,1,#80C8B4
XC_0920 116..126,XC_2915 46..56,9,1,#80C8B4
XC_0920 116..126,XC_3642 165..177,9,1,#80C8B4
XC_0931 235..243,XC_1652 78..86,9,1,#80C8B4
XC_0931 235..243,XC_1710 22..30,9,1,#80C8B4
XC_0931 235..243,XC_2531 171..179,9,1,#80C8B4
XC_0931 235..243,XC_2996 124..132,9,1,#80C8B4
XC_0931 235..243,XC_3328 143..151,9,1,#80C8B4
XC_0931 235..243,XC_3502 76..84,9,1,#80C8B4
XC_0931 235..243,XC_3590 110..118,9,1,#80C8B4
XC_0931 235..243,XC_3866 105..113,9,1,#80C8B4
XC_0934 61..69,XC_1868 168..176,9,1,#80C8B4
XC_0934 61..69,XC_3518 180..188,9,1,#80C8B4
XC_0934 61..69,XC_4027 20..28,9,1,#80C8B4
XC_0942 1..9,XC_1097 126..134,9,1,#80C8B4
XC_0942 1..9,XC_1669 70..78,9,1,#80C8B4
XC_0942 1..9,XC_1688 115..123,9,1,#80C8B4
XC_0942 1..9,XC_2883 66..74,9,1,#80C8B4
XC_0942 1..9,XC_3700 54..62,9,1,#80C8B4
XC_0942 1..9,XC_3841 106..114,9,1,#80C8B4
XC_0942 1..9,XC_4264 52..60,9,1,#80C8B4
XC_0942 1..9,XC_4314 3..11,9,1,#80C8B4
XC_4336 171..179,XC_1932 73..81,9,1,#80C8B4
XC_4336 171..179,XC_3131 110..118,9,1,#80C8B4
XC_4336 171..179,XC_3386 31..39,9,1,#80C8B4
XC_4336 171..179,XC_4264 192..200,9,1,#80C8B4
XC_4336 171..179,XC_4332 57..65,9,1,#80C8B4
XC_1059 190..198,XC_1245 213..221,9,1,#80C8B4
XC_1059 190..198,XC_2150 215..223,9,1,#80C8B4
XC_1059 190..198,XC_2792 67..75,9,1,#80C8B4
XC_1059 190..198,XC_3231 219..227,9,1,#80C8B4
XC_1059 190..198,XC_3256 80..88,9,1,#80C8B4
XC_1059 190..198,XC_4075 116..124,9,1,#80C8B4
XC_1059 190..198,XC_4184 37..45,9,1,#80C8B4
XC_1080 79..87,XC_2744 20..28,9,1,#80C8B4
XC_1080 79..87,XC_3376 142..150,9,1,#80C8B4
XC_1097 126..134,XC_1669 70..78,9,1,#80C8B4
XC_1097 126..134,XC_1688 115..123,9,1,#80C8B4
XC_1097 126..134,XC_2883 66..74,9,1,#80C8B4
XC_1097 126..134,XC_3700 54..62,9,1,#80C8B4
XC_1097 126..134,XC_3841 106..114,9,1,#80C8B4
XC_1097 126..134,XC_4264 52..60,9,1,#80C8B4
XC_1097 126..134,XC_4314 3..11,9,1,#80C8B4
XC_1098 118..126,XC_1157 142..150,9,1,#80C8B4
XC_1098 118..126,XC_1294 241..249,9,1,#80C8B4
XC_1098 118..126,XC_1295 81..89,9,1,#80C8B4
XC_1098 118..126,XC_2383 100..108,9,1,#80C8B4
XC_1098 118..126,XC_2682 48..56,9,1,#80C8B4
XC_1098 118..126,XC_2813 22..30,9,1,#80C8B4
XC_1098 118..126,XC_2886 91..99,9,1,#80C8B4
XC_1098 118..126,XC_3042 214..222,9,1,#80C8B4
XC_1098 118..126,XC_3044 166..174,9,1,#80C8B4
XC_1098 118..126,XC_3048 65..73,9,1,#80C8B4
XC_1098 118..126,XC_3637 160..168,9,1,#80C8B4
XC_1098 118..126,XC_4154 74..82,9,1,#80C8B4
XC_1098 118..126,XC_4306 64..72,9,1,#80C8B4
XC_1157 142..150,XC_1294 241..249,9,1,#80C8B4
XC_1157 142..150,XC_1295 81..89,9,1,#80C8B4
XC_1157 142..150,XC_2383 100..108,9,1,#80C8B4
XC_1157 142..150,XC_2682 48..56,9,1,#80C8B4
XC_1157 142..150,XC_2813 22..30,9,1,#80C8B4
XC_1157 142..150,XC_2886 91..99,9,1,#80C8B4
XC_1157 142..150,XC_3042 214..222,9,1,#80C8B4
XC_1157 142..150,XC_3044 166..174,9,1,#80C8B4
XC_1157 142..150,XC_3048 65..73,9,1,#80C8B4
XC_1157 142..150,XC_3637 160..168,9,1,#80C8B4
XC_1157 142..150,XC_4154 74..82,9,1,#80C8B4
XC_1157 142..150,XC_4306 64..72,9,1,#80C8B4
XC_1245 213..221,XC_2150 215..223,9,1,#80C8B4
XC_1245 213..221,XC_2792 67..75,9,1,#80C8B4
XC_1245 213..221,XC_3231 219..227,9,1,#80C8B4
XC_1245 213..221,XC_3256 80..88,9,1,#80C8B4
XC_1245 213..221,XC_4075 116..124,9,1,#80C8B4
XC_1245 213..221,XC_4184 37..45,9,1,#80C8B4
XC_1260 112..120,XC_1729 24..32,9,1,#80C8B4
XC_1260 112..120,XC_1996 149..157,9,1,#80C8B4
XC_1260 112..120,XC_3433 81..89,9,1,#80C8B4
XC_1260 112..120,XC_3569 107..115,9,1,#80C8B4
XC_1263 122..130,XC_1935 39..47,9,1,#80C8B4
XC_1263 122..130,XC_3544 142..150,9,1,#80C8B4
XC_1263 122..130,XC_4125 17..25,9,1,#80C8B4
XC_1294 241..249,XC_1295 81..89,9,1,#80C8B4
XC_1294 241..249,XC_2383 100..108,9,1,#80C8B4
XC_1294 241..249,XC_2682 48..56,9,1,#80C8B4
XC_1294 241..249,XC_2813 22..30,9,1,#80C8B4
XC_1294 241..249,XC_2886 91..99,9,1,#80C8B4
XC_1294 241..249,XC_3042 214..222,9,1,#80C8B4
XC_1294 241..249,XC_3044 166..174,9,1,#80C8B4
XC_1294 241..249,XC_3048 65..73,9,1,#80C8B4
XC_1294 241..249,XC_3637 160..168,9,1,#80C8B4
XC_1294 241..249,XC_4154 74..82,9,1,#80C8B4
XC_1294 241..249,XC_4306 64..72,9,1,#80C8B4
XC_1294 236..244,XC_1295 76..84,9,1,#80C8B4
XC_1294 236..244,XC_1654 113..121,9,1,#80C8B4
XC_1294 236..244,XC_1837 59..67,9,1,#80C8B4
XC_1294 236..244,XC_1899 86..94,9,1,#80C8B4
XC_1294 236..244,XC_3390 204..212,9,1,#80C8B4
XC_1294 236..244,XC_3481 242..250,9,1,#80C8B4
XC_1295 81..89,XC_2383 100..108,9,1,#80C8B4
XC_1295 81..89,XC_2682 48..56,9,1,#80C8B4
XC_1295 81..89,XC_2813 22..30,9,1,#80C8B4
XC_1295 81..89,XC_2886 91..99,9,1,#80C8B4
XC_1295 81..89,XC_3042 214..222,9,1,#80C8B4
XC_1295 81..89,XC_3044 166..174,9,1,#80C8B4
XC_1295 81..89,XC_3048 65..73,9,1,#80C8B4
XC_1295 81..89,XC_3637 160..168,9,1,#80C8B4
XC_1295 81..89,XC_4154 74..82,9,1,#80C8B4
XC_1295 81..89,XC_4306 64..72,9,1,#80C8B4
XC_1295 76..84,XC_1654 113..121,9,1,#80C8B4
XC_1295 76..84,XC_1837 59..67,9,1,#80C8B4
XC_1295 76..84,XC_1899 86..94,9,1,#80C8B4
XC_1295 76..84,XC_3390 204..212,9,1,#80C8B4
XC_1295 76..84,XC_3481 242..250,9,1,#80C8B4
XC_1314 34..44,XC_3770 72..82,11,1,#80C8B4
XC_1378 54..62,XC_1771 16..24,9,1,#80C8B4
XC_1378 54..62,XC_2263 122..130,9,1,#80C8B4
XC_1378 54..62,XC_2940 35..43,9,1,#80C8B4
XC_1378 54..62,XC_3114 232..240,9,1,#80C8B4
XC_1412 85..93,XC_1510 44..52,9,1,#80C8B4
XC_1412 85..93,XC_1960 137..145,9,1,#80C8B4
XC_1412 85..93,XC_3860 227..235,9,1,#80C8B4
XC_1412 85..93,XC_4053 76..84,9,1,#80C8B4
XC_1433 65..77,XC_0192 55..65,9,1|2,#82A2BE
XC_1480 216..228,XC_1942 192..206,9,1,#80C8B4
XC_1509 97..105,XC_1840 177..185,9,1,#80C8B4
XC_1509 97..105,XC_3209 12..20,9,1,#80C8B4
XC_1510 44..52,XC_1960 137..145,9,1,#80C8B4
XC_1510 44..52,XC_3860 227..235,9,1,#80C8B4
XC_1510 44..52,XC_4053 76..84,9,1,#80C8B4
XC_1568 177..185,XC_2297 201..209,9,1,#80C8B4
XC_1568 177..185,XC_2333 150..158,9,1,#80C8B4
XC_1568 177..185,XC_2875 87..95,9,1,#80C8B4
XC_1568 177..185,XC_2892 219..227,9,1,#80C8B4
XC_1568 177..185,XC_3016 138..146,9,1,#80C8B4
XC_1568 177..185,XC_3455 83..91,9,1,#80C8B4
XC_1568 177..185,XC_4067 36..44,9,1,#80C8B4
XC_1637 96..108,XC_2915 46..56,9,1,#80C8B4
XC_1640 216..224,XC_2458 242..250,9,1,#80C8B4
XC_1640 216..224,XC_2596 162..170,9,1,#80C8B4
XC_1640 216..224,XC_2792 237..245,9,1,#80C8B4
XC_1640 216..224,XC_3009 16..24,9,1,#80C8B4
XC_1640 216..224,XC_3015 170..178,9,1,#80C8B4
XC_1652 78..86,XC_1710 22..30,9,1,#80C8B4
XC_1652 78..86,XC_2531 171..179,9,1,#80C8B4
XC_1652 78..86,XC_2996 124..132,9,1,#80C8B4
XC_1652 78..86,XC_3328 143..151,9,1,#80C8B4
XC_1652 78..86,XC_3502 76..84,9,1,#80C8B4
XC_1652 78..86,XC_3590 110..118,9,1,#80C8B4
XC_1652 78..86,XC_3866 105..113,9,1,#80C8B4
XC_1654 113..121,XC_1837 59..67,9,1,#80C8B4
XC_1654 113..121,XC_1899 86..94,9,1,#80C8B4
XC_1654 113..121,XC_3390 204..212,9,1,#80C8B4
XC_1654 113..121,XC_3481 242..250,9,1,#80C8B4
XC_1669 70..78,XC_1688 115..123,9,1,#80C8B4
XC_1669 70..78,XC_2883 66..74,9,1,#80C8B4
XC_1669 70..78,XC_3700 54..62,9,1,#80C8B4
XC_1669 70..78,XC_3841 106..114,9,1,#80C8B4
XC_1669 70..78,XC_4264 52..60,9,1,#80C8B4
XC_1669 70..78,XC_4314 3..11,9,1,#80C8B4
XC_1680 183..191,XC_1898 165..173,9,1,#80C8B4
XC_1680 183..191,XC_2766 170..178,9,1,#80C8B4
XC_1680 183..191,XC_4367 226..234,9,1,#80C8B4
XC_1680 183..191,XC_3817 98..106,9,1,#80C8B4
XC_1688 115..123,XC_2883 66..74,9,1,#80C8B4
XC_1688 115..123,XC_3700 54..62,9,1,#80C8B4
XC_1688 115..123,XC_3841 106..114,9,1,#80C8B4
XC_1688 115..123,XC_4264 52..60,9,1,#80C8B4
XC_1688 115..123,XC_4314 3..11,9,1,#80C8B4
XC_1710 22..30,XC_2531 171..179,9,1,#80C8B4
XC_1710 22..30,XC_2996 124..132,9,1,#80C8B4
XC_1710 22..30,XC_3328 143..151,9,1,#80C8B4
XC_1710 22..30,XC_3502 76..84,9,1,#80C8B4
XC_1710 22..30,XC_3590 110..118,9,1,#80C8B4
XC_1710 22..30,XC_3866 105..113,9,1,#80C8B4
XC_1729 24..32,XC_1996 149..157,9,1,#80C8B4
XC_1729 24..32,XC_3433 81..89,9,1,#80C8B4
XC_1729 24..32,XC_3569 107..115,9,1,#80C8B4
XC_1771 16..24,XC_2263 122..130,9,1,#80C8B4
XC_1771 16..24,XC_2940 35..43,9,1,#80C8B4
XC_1771 16..24,XC_3114 232..240,9,1,#80C8B4
XC_1837 59..67,XC_1899 86..94,9,1,#80C8B4
XC_1837 59..67,XC_3390 204..212,9,1,#80C8B4
XC_1837 59..67,XC_3481 242..250,9,1,#80C8B4
XC_1840 177..185,XC_3209 12..20,9,1,#80C8B4
XC_1860 220..230,XC_2801 73..85,9,1|18,#9E8E72
XC_1868 168..176,XC_3518 180..188,9,1,#80C8B4
XC_1868 168..176,XC_4027 20..28,9,1,#80C8B4
XC_1875 205..213,XC_3314 200..208,9,1,#80C8B4
XC_1875 205..213,XC_3397 90..98,9,1,#80C8B4
XC_1875 205..213,XC_3779 218..226,9,1,#80C8B4
XC_1875 205..213,XC_4256 160..168,9,1,#80C8B4
XC_1875 205..213,XC_4320 207..215,9,1,#80C8B4
XC_1898 165..173,XC_2766 170..178,9,1,#80C8B4
XC_1898 165..173,XC_4367 226..234,9,1,#80C8B4
XC_1898 165..173,XC_3817 98..106,9,1,#80C8B4
XC_1899 86..94,XC_3390 204..212,9,1,#80C8B4
XC_1899 86..94,XC_3481 242..250,9,1,#80C8B4
XC_1932 73..81,XC_3131 110..118,9,1,#80C8B4
XC_1932 73..81,XC_3386 31..39,9,1,#80C8B4
XC_1932 73..81,XC_4264 192..200,9,1,#80C8B4
XC_1932 73..81,XC_4332 57..65,9,1,#80C8B4
XC_1935 39..47,XC_3544 142..150,9,1,#80C8B4
XC_1935 39..47,XC_4125 17..25,9,1,#80C8B4
XC_1942 192..206,XC_2762 148..160,9,1|13,#93BC92
XC_1960 137..145,XC_3860 227..235,9,1,#80C8B4
XC_1960 137..145,XC_4053 76..84,9,1,#80C8B4
XC_1996 149..157,XC_3433 81..89,9,1,#80C8B4
XC_1996 149..157,XC_3569 107..115,9,1,#80C8B4
XC_2150 215..223,XC_2792 67..75,9,1,#80C8B4
XC_2150 215..223,XC_3231 219..227,9,1,#80C8B4
XC_2150 215..223,XC_3256 80..88,9,1,#80C8B4
XC_2150 215..223,XC_4075 116..124,9,1,#80C8B4
XC_2150 215..223,XC_4184 37..45,9,1,#80C8B4
XC_2173 86..94,XC_2471 24..32,9,1,#80C8B4
XC_2198 157..167,XC_2755 19..29,11,1,#80C8B4
XC_2198 157..167,XC_2912 22..32,11,1,#80C8B4
XC_2198 157..167,XC_4153 227..237,11,1,#80C8B4
XC_2263 122..130,XC_2940 35..43,9,1,#80C8B4
XC_2263 122..130,XC_3114 232..240,9,1,#80C8B4
